,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,127.01101684570312,156.37350463867188,86.5459976196289,208.30992126464844,281.6666564941406,128.91000366210938,156.37350463867188,86.5459976196289,213.02000427246094,281.6666564941406,131.0,158.89999389648438,88.37750244140625,217.4600067138672,287.6666564941406,128.75999450683594,156.0294952392578,86.30349731445312,212.74000549316406,279.5833435058594,130.8000030517578,158.37600708007812,87.44349670410156,215.91000366210938,281.1300048828125,90221800,61418000,29212000,29480800,93798900
2021-01-15,125.26708221435547,155.21249389648438,86.38099670410156,207.9480743408203,275.38665771484375,127.13999938964844,155.21249389648438,86.38099670410156,212.64999389648438,275.38665771484375,130.22000122070312,157.12750244140625,87.38099670410156,214.50999450683594,286.6333312988281,127.0,154.7584991455078,85.58550262451172,212.02999877929688,273.0333251953125,128.77999877929688,156.1510009765625,86.45099639892578,213.52000427246094,284.0,111598500,84880000,31444000,31746500,116332800
2021-01-19,125.94690704345703,156.03799438476562,89.22350311279297,211.65428161621094,281.51666259765625,127.83000183105469,156.03799438476562,89.22350311279297,216.44000244140625,281.51666259765625,128.7100067138672,157.25,90.19200134277344,216.97999572753906,283.3333435058594,126.94000244140625,154.8000030517578,86.6415023803711,212.6300048828125,277.6666564941406,127.77999877929688,155.35000610351562,87.1500015258789,213.75,279.26666259765625,90757300,66102000,41660000,30480900,76101000
2021-01-20,130.08505249023438,163.16900634765625,94.00350189208984,219.37960815429688,283.48333740234375,132.02999877929688,163.16900634765625,94.00350189208984,224.33999633789062,283.48333740234375,132.49000549316406,163.99000549316406,94.98600006103516,225.7899932861328,286.5,128.5500030517578,158.75,90.97550201416016,217.2899932861328,279.09332275390625,128.66000366210938,159.09950256347656,91.31849670410156,217.6999969482422,286.2466735839844,104319500,106196000,64152000,37777300,76997700
2021-01-21,134.85374450683594,165.34950256347656,94.2074966430664,219.9956512451172,281.663330078125,136.8699951171875,165.34950256347656,94.2074966430664,224.97000122070312,281.663330078125,139.6699981689453,167.42750549316406,96.60399627685547,226.3000030517578,285.239990234375,133.58999633789062,164.47850036621094,93.97049713134766,222.4199981689453,280.47332763671875,133.8000030517578,164.64999389648438,94.68250274658203,224.6999969482422,285.0,120150900,98722000,58634000,30709400,61563300
2021-01-22,137.02134704589844,164.6114959716797,94.62799835205078,220.9539794921875,282.21331787109375,139.07000732421875,164.6114959716797,94.62799835205078,225.9499969482422,282.21331787109375,139.85000610351562,166.0955047607422,95.21949768066406,230.07000732421875,282.6666564941406,135.02000427246094,164.1580047607422,93.82499694824219,225.8000030517578,276.2066650390625,136.27999877929688,165.2154998779297,94.572998046875,227.0800018310547,278.10333251953125,114459400,56438000,32744000,30172700,60199500
2021-01-25,140.8146209716797,164.6999969482422,94.71399688720703,224.454833984375,293.6000061035156,142.9199981689453,164.6999969482422,94.71399688720703,229.52999877929688,293.6000061035156,145.08999633789062,168.1945037841797,96.09100341796875,229.77999877929688,300.1333312988281,136.5399932861328,162.15750122070312,92.95800018310547,224.22000122070312,279.6066589355469,143.07000732421875,166.4250030517578,95.63700103759766,229.1199951171875,285.0,157611700,74996000,50586000,33152100,123520200
2021-01-26,141.0510711669922,166.30650329589844,95.39749908447266,227.1929473876953,294.36334228515625,143.16000366210938,166.30650329589844,95.39749908447266,232.3300018310547,294.36334228515625,144.3000030517578,166.89999389648438,95.7874984741211,234.17999267578125,298.6333312988281,141.3699951171875,164.14349365234375,93.80650329589844,230.0800018310547,290.5333251953125,143.60000610351562,164.8179931640625,94.29949951171875,231.86000061035156,297.1266784667969,98390600,59104000,31462000,49169600,69394800
2021-01-27,139.96728515625,161.62899780273438,90.9469985961914,227.75035095214844,288.0533447265625,142.05999755859375,161.62899780273438,90.9469985961914,232.89999389648438,288.0533447265625,144.3000030517578,167.3260040283203,94.02349853515625,240.44000244140625,297.1666564941406,140.41000366210938,160.35400390625,89.86399841308594,230.13999938964844,286.2200012207031,143.42999267578125,167.07449340820312,93.74549865722656,238.0,290.1166687011719,140843800,93204000,82512000,69870600,82002000
2021-01-28,135.07049560546875,161.88099670410156,92.66000366210938,233.6470184326172,278.4766540527344,137.08999633789062,161.88099670410156,92.66000366210938,238.92999267578125,278.4766540527344,141.99000549316406,165.08399963378906,94.39949798583984,242.63999938964844,282.6666564941406,136.6999969482422,161.4344940185547,91.55000305175781,235.08999633789062,267.0,139.52000427246094,161.7519989013672,91.55000305175781,235.61000061035156,273.3333435058594,142621100,62984000,55278000,49111200,79134000
2021-01-29,130.01609802246094,160.30999755859375,91.36799621582031,226.8311309814453,264.510009765625,131.9600067138672,160.30999755859375,91.36799621582031,231.9600067138672,264.510009765625,136.74000549316406,161.84950256347656,92.37699890136719,238.02000427246094,280.8033447265625,130.2100067138672,159.2274932861328,90.0780029296875,231.35000610351562,260.0333251953125,135.8300018310547,161.5,91.70099639892578,235.99000549316406,276.6666564941406,177523800,85872000,44530000,42503100,104972400
2021-02-01,132.16395568847656,167.1439971923828,94.65350341796875,234.35108947753906,279.9366760253906,134.13999938964844,167.1439971923828,94.65350341796875,239.64999389648438,279.9366760253906,135.3800048828125,167.51300048828125,95.7770004272461,242.5,280.6666564941406,130.92999267578125,161.75149536132812,92.22949981689453,232.42999267578125,265.1866760253906,133.75,162.1179962158203,92.22949981689453,235.05999755859375,271.42999267578125,106239800,83204000,40252000,33314200,76174200
2021-02-02,133.00144958496094,169.0,95.95600128173828,234.21417236328125,290.92999267578125,134.99000549316406,169.0,95.95600128173828,239.50999450683594,290.92999267578125,136.30999755859375,171.38699340820312,97.46849822998047,242.30999755859375,293.5,134.61000061035156,168.05650329589844,95.31849670410156,238.69000244140625,280.73333740234375,135.72999572753906,169.0,95.65650177001953,241.3000030517578,281.55999755859375,83305400,141972000,66332000,25916300,73038600
2021-02-03,131.9669189453125,165.62649536132812,102.94400024414062,237.62701416015625,284.89666748046875,133.94000244140625,165.62649536132812,102.94400024414062,243.0,284.89666748046875,135.77000427246094,171.6999969482422,105.33100128173828,245.08999633789062,292.6933288574219,133.61000061035156,165.43099975585938,100.67749786376953,239.25999450683594,284.35333251953125,135.75999450683594,171.25050354003906,103.28050231933594,239.57000732421875,292.3399963378906,89880900,141776000,97882000,27158100,55030500
2021-02-04,135.36607360839844,166.5500030517578,102.68150329589844,236.65890502929688,283.3299865722656,137.38999938964844,166.5500030517578,102.68150329589844,242.00999450683594,283.3299865722656,137.39999389648438,167.35000610351562,103.46499633789062,243.24000549316406,285.5,134.58999633789062,163.8874969482422,101.75499725341797,240.3699951171875,277.8066711425781,136.3000030517578,166.5,103.03099822998047,242.66000366210938,285.0,84183100,73414000,48596000,25296100,47438100
2021-02-05,134.9467010498047,167.6074981689453,104.44149780273438,236.84471130371094,284.07666015625,136.75999450683594,167.6074981689453,104.44149780273438,242.1999969482422,284.07666015625,137.4199981689453,168.85000610351562,104.7969970703125,243.27999877929688,288.25665283203125,135.86000061035156,165.135498046875,102.5,240.4199981689453,279.65667724609375,137.35000610351562,165.9499969482422,102.97799682617188,242.22999572753906,281.6666564941406,75693800,72416000,29866000,18054800,55699800
2021-02-08,135.09471130371094,166.14700317382812,104.22599792480469,237.1087646484375,287.8066711425781,136.91000366210938,166.14700317382812,104.22599792480469,242.47000122070312,287.8066711425781,136.9600067138672,168.25,105.75,243.67999267578125,292.5899963378906,134.9199981689453,165.1999969482422,103.1675033569336,240.80999755859375,284.9166564941406,136.02999877929688,167.9250030517578,105.0,243.14999389648438,289.8900146484375,71297200,65148000,28828000,22211900,60485100
2021-02-09,134.20663452148438,165.25,103.76950073242188,238.3800048828125,283.1533203125,136.00999450683594,165.25,103.76950073242188,243.77000427246094,283.1533203125,137.8800048828125,166.89999389648438,104.92549896240234,244.75999450683594,286.6000061035156,135.85000610351562,164.89199829101562,103.5,241.3800048828125,280.5833435058594,136.6199951171875,165.62449645996094,103.73999786376953,241.8699951171875,285.0400085449219,76774200,44070000,21892000,23565000,45473100
2021-02-10,133.59487915039062,164.32899475097656,104.3239974975586,237.4510040283203,268.2733459472656,135.38999938964844,164.32899475097656,104.3239974975586,242.82000732421875,268.2733459472656,136.99000549316406,165.8975067138672,104.94400024414062,245.9199981689453,281.6066589355469,134.39999389648438,162.6999969482422,102.61199951171875,240.88999938964844,266.67333984375,136.47999572753906,165.6999969482422,104.15699768066406,245.0,281.21331787109375,73046600,63032000,25102000,22186700,108648300
2021-02-11,133.3383331298828,163.10650634765625,104.4375,239.08407592773438,270.5533447265625,135.1300048828125,163.10650634765625,104.4375,244.49000549316406,270.5533447265625,136.38999938964844,164.60000610351562,104.69999694824219,245.14999389648438,276.6266784667969,133.77000427246094,162.4029998779297,103.44300079345703,242.14999389648438,267.24334716796875,135.89999389648438,164.60000610351562,104.55000305175781,244.77999877929688,270.8133239746094,64280000,46028000,20480000,15751100,64868400
2021-02-12,133.57513427734375,163.885498046875,104.75150299072266,239.57302856445312,272.0400085449219,135.3699951171875,163.885498046875,104.75150299072266,244.99000549316406,272.0400085449219,135.52999877929688,164.0124969482422,104.9749984741211,245.3000030517578,272.4433288574219,133.69000244140625,161.66549682617188,103.67849731445312,242.72999572753906,261.77667236328125,134.35000610351562,162.5,103.9885025024414,243.92999267578125,267.086669921875,60145100,46706000,18990000,16561100,71304900
2021-02-16,131.42405700683594,163.44749450683594,105.53500366210938,238.3115234375,265.40667724609375,133.19000244140625,163.44749450683594,105.53500366210938,243.6999969482422,265.40667724609375,136.00999450683594,165.4149932861328,107.25700378417969,246.1300048828125,273.6666564941406,132.7899932861328,162.67950439453125,104.5875015258789,242.9199981689453,264.14666748046875,135.49000549316406,162.70249938964844,104.5875015258789,245.02999877929688,272.6666564941406,80576300,51494000,31004000,26728500,59406900
2021-02-17,129.10520935058594,165.4320068359375,105.93099975585938,239.35047912597656,266.04998779296875,130.83999633789062,165.4320068359375,105.93099975585938,244.1999969482422,266.04998779296875,132.22000122070312,166.04550170898438,106.12200164794922,244.30999755859375,266.61334228515625,129.47000122070312,162.97500610351562,104.4175033569336,240.94000244140625,254.00332641601562,131.25,163.17999267578125,104.6989974975586,241.32000732421875,259.6966552734375,97918500,65950000,20294000,21653500,77989500
2021-02-18,127.99018096923828,166.4114990234375,105.29049682617188,238.9486083984375,262.4599914550781,129.7100067138672,166.4114990234375,105.29049682617188,243.7899932861328,262.4599914550781,130.0,166.89999389648438,106.09950256347656,243.92999267578125,264.89666748046875,127.41000366210938,163.69700622558594,104.66649627685547,240.86000061035156,258.75665283203125,129.1999969482422,164.12100219726562,105.25,241.8000030517578,260.29998779296875,96856700,60548000,22546000,16925600,53871300
2021-02-19,128.14805603027344,162.4949951171875,104.44049835205078,236.1846160888672,260.4333190917969,129.8699951171875,162.4949951171875,104.44049835205078,240.97000122070312,260.4333190917969,130.7100067138672,166.6750030517578,105.92900085449219,243.86000061035156,265.5966796875,128.8000030517578,162.28750610351562,104.17150115966797,240.17999267578125,259.1233215332031,130.24000549316406,166.4114990234375,105.3895034790039,243.75,265.0,87668800,86104000,37938000,25262600,56874900
2021-02-22,124.32938385009766,159.03700256347656,102.71299743652344,229.8529052734375,238.1666717529297,126.0,159.03700256347656,102.71299743652344,234.50999450683594,238.1666717529297,129.72000122070312,161.61599731445312,104.0165023803711,237.92999267578125,256.1666564941406,125.5999984741211,158.61300659179688,102.4000015258789,232.39999389648438,236.73333740234375,128.00999450683594,160.406494140625,102.68000030517578,237.4199981689453,254.2133331298828,103916400,70314000,29466000,36446900,111809100
2021-02-23,124.19123840332031,159.72500610351562,103.00599670410156,228.6375274658203,232.94667053222656,125.86000061035156,159.72500610351562,103.00599670410156,233.27000427246094,232.94667053222656,126.70999908447266,160.2364959716797,103.625,234.8300018310547,237.8699951171875,118.38999938964844,154.67999267578125,99.5114974975586,228.72999572753906,206.3333282470703,123.76000213623047,156.35150146484375,100.69950103759766,230.3300018310547,220.7100067138672,158273000,93544000,34658000,30228700,199820700
2021-02-24,123.68798828125,157.97650146484375,104.19049835205078,229.8921356201172,247.33999633789062,125.3499984741211,157.97650146484375,104.19049835205078,234.5500030517578,247.33999633789062,125.55999755859375,158.56149291992188,104.41600036621094,235.1999969482422,248.3333282470703,122.2300033569336,156.2689971923828,101.37650299072266,229.0,231.38999938964844,124.94000244140625,158.33749389648438,101.50199890136719,230.00999450683594,237.28334045410156,111039900,60226000,22608000,26339700,110301000
2021-02-25,119.38580322265625,152.85800170898438,100.79750061035156,224.44253540039062,227.4066619873047,120.98999786376953,152.85800170898438,100.79750061035156,228.99000549316406,227.4066619873047,126.45999908447266,158.91299438476562,104.1500015258789,234.58999633789062,245.73666381835938,120.54000091552734,152.38800048828125,100.32450103759766,227.8800048828125,223.52667236328125,124.68000030517578,156.83700561523438,102.79650115966797,232.0800018310547,242.0500030517578,148199500,90676000,41548000,39542200,117071700
2021-02-26,119.6522216796875,154.64649963378906,101.09549713134766,227.76522827148438,225.1666717529297,121.26000213623047,154.64649963378906,101.09549713134766,232.3800048828125,225.1666717529297,124.8499984741211,156.1219940185547,102.82599639892578,235.3699951171875,235.56666564941406,121.19999694824219,151.8350067138672,100.05049896240234,229.5399932861328,219.836669921875,122.58999633789062,154.75999450683594,101.49749755859375,231.52999877929688,233.3333282470703,164560400,85518000,40042000,37819200,123267600
2021-03-01,126.09564208984375,157.3070068359375,103.48300170898438,232.23464965820312,239.47666931152344,127.79000091552734,157.3070068359375,103.48300170898438,236.94000244140625,239.47666931152344,127.93000030517578,157.47799682617188,103.8115005493164,237.47000122070312,239.6666717529297,122.79000091552734,154.89950561523438,101.72100067138672,233.14999389648438,228.35000610351562,123.75,156.39450073242188,102.4000015258789,235.89999389648438,230.0366668701172,116307900,54582000,26060000,25324000,81408600
2021-03-02,123.46104431152344,154.72650146484375,103.2239990234375,229.22561645507812,228.81333923339844,125.12000274658203,154.72650146484375,103.2239990234375,233.8699951171875,228.81333923339844,128.72000122070312,158.17599487304688,104.73699951171875,237.3000030517578,240.3699951171875,125.01000213623047,154.3560028076172,102.83350372314453,233.4499969482422,228.3333282470703,128.41000366210938,157.17349243164062,103.24199676513672,237.00999450683594,239.42666625976562,102260900,51916000,25564000,22812500,71196600
2021-03-03,120.44161987304688,150.25,100.57050323486328,223.04092407226562,217.73333740234375,122.05999755859375,150.25,100.57050323486328,227.55999755859375,217.73333740234375,125.70999908447266,155.38900756835938,103.79949951171875,233.5800018310547,233.56666564941406,121.83999633789062,149.75,99.69999694824219,227.25999450683594,217.23666381835938,124.80999755859375,154.0590057373047,102.59750366210938,232.16000366210938,229.3300018310547,112966300,79774000,33892000,34029500,90624000
2021-03-04,118.5372085571289,148.8784942626953,101.69650268554688,222.2274169921875,207.14666748046875,120.12999725341797,148.8784942626953,101.69650268554688,226.72999572753906,207.14666748046875,123.5999984741211,152.906494140625,103.72949981689453,232.49000549316406,222.81666564941406,118.62000274658203,147.27149963378906,100.27149963378906,224.25999450683594,200.0,121.75,150.60000610351562,100.74349975585938,226.74000549316406,218.60000610351562,178155000,109632000,49216000,44727800,197758500
2021-03-05,119.81010437011719,150.0229949951172,104.85350036621094,227.00070190429688,199.31666564941406,121.41999816894531,150.0229949951172,104.85350036621094,231.60000610351562,199.31666564941406,121.94000244140625,150.4499969482422,105.30999755859375,233.27000427246094,209.27999877929688,117.56999969482422,144.0500030517578,101.38899993896484,226.4600067138672,179.8300018310547,120.9800033569336,150.25,103.05750274658203,229.52000427246094,208.68666076660156,153766600,107772000,53100000,41872800,268189500
2021-03-08,114.81719207763672,147.59750366210938,100.375,222.87429809570312,187.6666717529297,116.36000061035156,147.59750366210938,100.375,227.38999938964844,187.6666717529297,121.0,153.22950744628906,105.68699645996094,233.3699951171875,206.7100067138672,116.20999908447266,147.5655059814453,100.2594985961914,227.1300048828125,186.26333618164062,120.93000030517578,150.75,104.2030029296875,231.3699951171875,200.18333435058594,154376600,83700000,36868000,35267400,155361000
2021-03-09,119.4844741821289,153.1425018310547,102.01799774169922,229.13739013671875,224.52667236328125,121.08999633789062,153.1425018310547,102.01799774169922,233.77999877929688,224.52667236328125,122.05999755859375,154.54800415039062,103.19599914550781,235.3800048828125,226.02999877929688,118.79000091552734,150.25750732421875,101.77999877929688,231.6699981689453,198.40333557128906,119.02999877929688,150.89950561523438,102.48750305175781,232.8800048828125,202.72666931152344,129525800,80600000,33920000,33080500,202569900
2021-03-10,118.38920593261719,152.8820037841797,101.80950164794922,227.80441284179688,222.68666076660156,119.9800033569336,152.8820037841797,101.80950164794922,232.4199981689453,222.68666076660156,122.16999816894531,155.822998046875,103.06999969482422,237.0,239.28334045410156,119.44999694824219,151.50250244140625,100.96649932861328,232.0399932861328,218.35333251953125,121.69000244140625,154.92250061035156,103.06999969482422,237.0,233.43333435058594,111943300,60250000,27100000,29746800,181817100
2021-03-11,120.34294128417969,155.67950439453125,105.0270004272461,232.42088317871094,233.1999969482422,121.95999908447266,155.67950439453125,105.0270004272461,237.1300048828125,233.1999969482422,123.20999908447266,156.58900451660156,105.5634994506836,239.1699981689453,234.1666717529297,121.26000213623047,154.14649963378906,102.82250213623047,234.30999755859375,225.72666931152344,122.54000091552734,155.20050048828125,102.91100311279297,234.9600067138672,233.13333129882812,103026500,55528000,27702000,29907600,108761700
2021-03-12,119.42527770996094,154.47450256347656,102.5,231.0682830810547,231.2433319091797,121.02999877929688,154.47450256347656,102.5,235.75,231.2433319091797,121.16999816894531,154.94900512695312,103.88050079345703,235.82000732421875,231.6266632080078,119.16000366210938,152.27499389648438,101.62100219726562,233.22999572753906,222.04666137695312,120.4000015258789,153.75,103.82050323486328,234.00999450683594,223.3333282470703,88105100,48438000,33818000,22653700,100751400
2021-03-15,122.34603118896484,154.08399963378906,102.72200012207031,230.14694213867188,235.97999572753906,123.98999786376953,154.08399963378906,102.72200012207031,234.80999755859375,235.97999572753906,124.0,154.11199951171875,102.74949645996094,235.19000244140625,237.72666931152344,120.41999816894531,151.60450744628906,101.3895034790039,231.80999755859375,228.01333618164062,121.41000366210938,153.72850036621094,102.2490005493164,234.9600067138672,231.3633270263672,92403800,58272000,26168000,26034900,88006800
2021-03-16,123.90509033203125,154.59300231933594,104.19450378417969,232.98939514160156,225.6266632080078,125.56999969482422,154.59300231933594,104.19450378417969,237.7100067138672,225.6266632080078,127.22000122070312,156.44549560546875,105.68399810791016,240.05999755859375,235.97332763671875,124.72000122070312,153.79299926757812,102.9645004272461,235.94000244140625,223.6666717529297,125.69999694824219,155.24850463867188,103.29949951171875,236.27999877929688,234.4499969482422,115227900,50776000,31900000,28092200,96587100
2021-03-17,123.10582733154297,156.7864990234375,104.11100006103516,232.3326416015625,233.93666076660156,124.76000213623047,156.7864990234375,104.11100006103516,237.0399932861328,233.93666076660156,125.86000061035156,158.65249633789062,104.94999694824219,238.5500030517578,234.57666015625,122.33999633789062,153.51100158691406,102.20600128173828,233.22999572753906,217.00332641601562,124.05000305175781,153.66099548339844,103.42350006103516,236.14999389648438,218.9566650390625,111932600,62372000,26382000,29562100,121117500
2021-03-18,118.93189239501953,151.39950561523438,101.06700134277344,226.13818359375,217.72000122070312,120.52999877929688,151.39950561523438,101.06700134277344,230.72000122070312,217.72000122070312,123.18000030517578,155.8314971923828,103.4375,234.19000244140625,229.7433319091797,120.31999969482422,151.25,100.95899963378906,230.3300018310547,217.3333282470703,122.87999725341797,155.0500030517578,102.40899658203125,232.55999755859375,228.09666442871094,121229700,72992000,31700000,34833000,99674400
2021-03-19,118.39906311035156,153.7480010986328,101.3479995727539,225.77552795410156,218.2899932861328,119.98999786376953,153.7480010986328,101.3479995727539,230.35000610351562,218.2899932861328,121.43000030517578,153.864501953125,101.85199737548828,232.47000122070312,219.07666015625,119.68000030517578,150.8314971923828,100.14649963378906,229.35000610351562,208.2066650390625,119.9000015258789,151.4615020751953,101.48650360107422,231.02000427246094,215.53334045410156,185549500,92508000,46072000,46430700,128682000
2021-03-22,121.75399017333984,155.5435028076172,101.53450012207031,231.3035430908203,223.3333282470703,123.38999938964844,155.5435028076172,101.53450012207031,235.99000549316406,223.3333282470703,123.87000274658203,156.32899475097656,102.41699981689453,236.89999389648438,233.2066650390625,120.26000213623047,153.00250244140625,100.69999694824219,230.13999938964844,222.9166717529297,120.33000183105469,153.3925018310547,101.38150024414062,230.27000427246094,228.19667053222656,111912300,58044000,33536000,30127000,118536600
2021-03-23,120.9152603149414,156.875,102.06649780273438,232.86195373535156,220.72000122070312,122.54000091552734,156.875,102.06649780273438,237.5800018310547,220.72000122070312,124.23999786376953,159.10000610351562,103.20549774169922,241.0500030517578,225.93333435058594,122.13999938964844,156.04249572753906,101.4000015258789,237.07000732421875,219.1699981689453,123.33000183105469,156.35000610351562,101.99749755859375,237.49000549316406,225.2566680908203,95467100,76346000,28510000,31638400,91475700
2021-03-24,118.49774169921875,154.35350036621094,101.62650299072266,230.7840576171875,210.08999633789062,120.08999633789062,154.35350036621094,101.62650299072266,235.4600067138672,210.08999633789062,122.9000015258789,158.0155029296875,103.37999725341797,238.0,222.67333984375,120.06999969482422,154.25750732421875,101.44999694824219,235.32000732421875,210.0366668701172,122.81999969482422,157.552001953125,102.58799743652344,237.85000610351562,222.6366729736328,88530500,59180000,25218000,25620100,101385600
2021-03-25,118.99110412597656,152.31300354003906,101.62300109863281,227.7259979248047,213.4633331298828,120.58999633789062,152.31300354003906,101.62300109863281,232.33999633789062,213.4633331298828,121.66000366210938,155.48899841308594,102.28199768066406,236.94000244140625,215.1666717529297,119.0,151.85699462890625,99.80449676513672,231.57000732421875,203.1666717529297,119.54000091552734,153.64950561523438,101.45249938964844,235.3000030517578,204.3333282470703,98844700,71270000,35616000,34061900,117674700
2021-03-26,119.6028823852539,152.60150146484375,101.23650360107422,231.7837677001953,206.23666381835938,121.20999908447266,152.60150146484375,101.23650360107422,236.47999572753906,206.23666381835938,121.4800033569336,152.83299255371094,101.96949768066406,236.7100067138672,214.60667419433594,118.91999816894531,149.8000030517578,100.19249725341797,231.5500030517578,199.9633331298828,120.3499984741211,152.2030029296875,101.5895004272461,231.5500030517578,213.9566650390625,94071200,66258000,27978000,25479900,101558400
2021-03-29,119.78050994873047,153.7864990234375,102.28949737548828,230.56842041015625,203.76333618164062,121.38999938964844,153.7864990234375,102.28949737548828,235.24000549316406,203.76333618164062,122.58000183105469,154.5625,102.46050262451172,236.8000030517578,205.4933319091797,120.7300033569336,151.42250061035156,100.27249908447266,231.8800048828125,198.67333984375,121.6500015258789,152.77200317382812,101.10800170898438,236.58999633789062,205.2133331298828,80819200,54920000,26492000,25227500,85911000
2021-03-30,118.31025695800781,152.76449584960938,102.32350158691406,227.24574279785156,211.8733367919922,119.9000015258789,152.76449584960938,102.32350158691406,231.85000610351562,211.8733367919922,120.4000015258789,153.64999389648438,103.13349914550781,233.85000610351562,212.55332946777344,118.86000061035156,151.6999969482422,101.80750274658203,231.10000610351562,197.00332641601562,120.11000061035156,153.50050354003906,102.64900207519531,233.52999877929688,200.5833282470703,85671900,46752000,27312000,24792000,118297200
